order_id,order_date,store_id,region,channel,category,product,units,unit_price,discount_pct,unit_cost,customer_segment,payment_method,returned,satisfaction,gross_sales,discount_amount,net_sales,total_cost,gross_profit,margin_pct,is_high_value_order
ORD-001050,2025-05-28,CAN-01,Sureste,Tienda,Hogar,Cafetera programable,2,1452.06,0.1,861.5,Recurrente,Tarjeta,False,4,2904.12,290.41,2613.71,1723.0,890.71,34.08,False
ORD-001151,2025-05-28,PUE-01,Centro,Tienda,Electrónica,Audífonos Bluetooth,2,683.53,0.0,375.31,Nuevo,Transferencia,False,4,1367.06,0.0,1367.06,750.62,616.44,45.09,False
ORD-001338,2025-05-28,ZAP-01,Occidente,Tienda,Oficina,Lámpara LED,2,534.58,0.0,243.7,Recurrente,Tarjeta,False,4,1069.16,0.0,1069.16,487.4,581.76,54.41,False
ORD-001718,2025-05-28,MTY-01,Norte,Tienda,Oficina,Lámpara LED,3,546.44,0.1,240.19,Nuevo,Tarjeta,False,3,1639.32,163.93,1475.39,720.57,754.82,51.16,False
ORD-001949,2025-05-28,GDL-02,Occidente,Tienda,Oficina,Organizador de escritorio,2,285.61,0.1,105.73,Nuevo,Tarjeta,False,5,571.22,57.12,514.1,211.46,302.64,58.87,False
ORD-002130,2025-05-28,GDL-01,Occidente,Tienda,Oficina,Organizador de escritorio,5,293.77,0.05,103.56,Recurrente,Transferencia,True,4,1468.85,73.44,1395.41,517.8,877.61,62.89,False
ORD-002778,2025-05-28,CDMX-02,Centro,Online,Oficina,Silla ergonómica,2,2886.81,0.0,1837.73,Nuevo,Tarjeta,False,4,5773.62,0.0,5773.62,3675.46,2098.16,36.34,False
ORD-003123,2025-05-28,VER-01,Golfo,Tienda,Electrónica,Audífonos Bluetooth,2,702.56,0.0,381.33,Recurrente,Efectivo,False,5,1405.12,0.0,1405.12,762.66,642.46,45.72,False
ORD-003557,2025-05-28,GDL-02,Occidente,Tienda,Electrónica,Teclado mecánico,2,1165.38,0.15,707.1,Nuevo,Tarjeta,False,5,2330.76,349.61,1981.15,1414.2,566.95,28.62,False
ORD-001571,2025-05-29,MTY-02,Norte,Online,Hogar,Juego de sábanas,5,646.72,0.15,308.94,Recurrente,Tarjeta,False,5,3233.6,485.04,2748.56,1544.7,1203.86,43.8,False
ORD-002062,2025-05-29,MTY-01,Norte,Tienda,Hogar,Cafetera programable,3,1495.12,0.05,864.67,Nuevo,Transferencia,False,5,4485.36,224.27,4261.09,2594.01,1667.08,39.12,False
ORD-002368,2025-05-29,GDL-01,Occidente,Tienda,Oficina,Lámpara LED,1,540.2,0.0,238.08,Recurrente,Tarjeta,False,5,540.2,0.0,540.2,238.08,302.12,55.93,False
ORD-002634,2025-05-29,CAN-01,Sureste,Tienda,Deportes,Mochila deportiva,2,792.32,0.05,345.62,Nuevo,Transferencia,False,3,1584.64,79.23,1505.41,691.24,814.17,54.08,False
ORD-002721,2025-05-29,VER-01,Golfo,Online,Electrónica,Monitor 24 pulgadas,1,3466.37,0.2,2345.51,Recurrente,Tarjeta,False,4,3466.37,693.27,2773.1,2345.51,427.59,15.42,False
ORD-003226,2025-05-29,MTY-01,Norte,Online,Electrónica,Audífonos Bluetooth,3,708.73,0.0,384.37,Nuevo,Tarjeta,False,3,2126.19,0.0,2126.19,1153.11,973.08,45.77,False
ORD-003490,2025-05-29,CAN-01,Sureste,Online,Hogar,Cafetera programable,2,1525.13,0.1,882.82,Nuevo,Efectivo,False,5,3050.26,305.03,2745.23,1765.64,979.59,35.68,False
ORD-000391,2025-05-30,CDMX-01,Centro,Tienda,Oficina,Silla ergonómica,1,2853.62,0.05,1836.62,Nuevo,Efectivo,False,4,2853.62,142.68,2710.94,1836.62,874.32,32.25,False
ORD-001073,2025-05-30,MTY-02,Norte,Tienda,Deportes,Tapete de yoga,3,396.75,0.0,158.08,Recurrente,Tarjeta,False,4,1190.25,0.0,1190.25,474.24,716.01,60.16,False
ORD-002526,2025-05-30,GDL-02,Occidente,Tienda,Hogar,Juego de sábanas,2,646.01,0.1,311.51,Nuevo,Transferencia,False,1,1292.02,129.2,1162.82,623.02,539.8,46.42,False
ORD-002910,2025-05-30,CAN-01,Sureste,Online,Oficina,Silla ergonómica,1,3018.55,0.05,1847.8,Empresa,Tarjeta,False,1,3018.55,150.93,2867.62,1847.8,1019.82,35.56,False
ORD-002986,2025-05-30,CHH-01,Norte,Tienda,Deportes,Tapete de yoga,1,411.42,0.0,162.73,Nuevo,Efectivo,False,3,411.42,0.0,411.42,162.73,248.69,60.45,False
ORD-000404,2025-05-31,ZAP-01,Occidente,Online,Electrónica,Teclado mecánico,2,1174.91,0.1,720.41,Recurrente,Efectivo,True,3,2349.82,234.98,2114.84,1440.82,674.02,31.87,False
ORD-000442,2025-05-31,MTY-02,Norte,Tienda,Hogar,Cafetera programable,5,1510.56,0.1,853.04,Nuevo,Tarjeta,False,1,7552.8,755.28,6797.52,4265.2,2532.32,37.25,True
ORD-000725,2025-05-31,MER-01,Sureste,Tienda,Oficina,Organizador de escritorio,2,292.27,0.3,106.11,Nuevo,Tarjeta,False,5,584.54,175.36,409.18,212.22,196.96,48.14,False
ORD-000744,2025-05-31,VER-01,Golfo,Online,Deportes,Tapete de yoga,1,402.21,0.1,158.99,Nuevo,Tarjeta,False,5,402.21,40.22,361.99,158.99,203.0,56.08,False
ORD-001005,2025-05-31,GDL-01,Occidente,Online,Deportes,Mancuernas 10 kg,1,909.99,0.2,535.65,Recurrente,Efectivo,True,5,909.99,182.0,727.99,535.65,192.34,26.42,False
ORD-001245,2025-05-31,CAN-01,Sureste,Tienda,Deportes,Mochila deportiva,1,738.37,0.05,342.99,Recurrente,Tarjeta,False,5,738.37,36.92,701.45,342.99,358.46,51.1,False
ORD-001854,2025-05-31,VER-01,Golfo,Tienda,Hogar,Cafetera programable,2,1579.09,0.1,871.88,Nuevo,Efectivo,False,3,3158.18,315.82,2842.36,1743.76,1098.6,38.65,False
ORD-001860,2025-05-31,MTY-02,Norte,Tienda,Deportes,Mochila deportiva,1,750.47,0.1,344.72,Nuevo,Tarjeta,False,5,750.47,75.05,675.42,344.72,330.7,48.96,False
ORD-002007,2025-05-31,PUE-01,Centro,Tienda,Hogar,Juego de sábanas,2,631.55,0.05,315.83,Recurrente,Efectivo,False,4,1263.1,63.16,1199.94,631.66,568.28,47.36,False
ORD-002092,2025-05-31,MTY-01,Norte,Online,Deportes,Mancuernas 10 kg,2,931.65,0.1,516.17,Recurrente,Efectivo,False,4,1863.3,186.33,1676.97,1032.34,644.63,38.44,False
ORD-002644,2025-05-31,CAN-01,Sureste,Tienda,Hogar,Licuadora,2,1013.27,0.0,553.43,Recurrente,Tarjeta,False,3,2026.54,0.0,2026.54,1106.86,919.68,45.38,False
ORD-003338,2025-05-31,ZAP-01,Occidente,Tienda,Deportes,Mochila deportiva,1,752.26,0.1,348.48,Nuevo,Tarjeta,True,2,752.26,75.23,677.03,348.48,328.55,48.53,False
ORD-000602,2025-06-01,CAN-01,Sureste,Online,Electrónica,Teclado mecánico,1,1184.98,0.1,705.22,Nuevo,Transferencia,False,5,1184.98,118.5,1066.48,705.22,361.26,33.87,False
ORD-001020,2025-06-01,MER-01,Sureste,Online,Oficina,Lámpara LED,6,528.89,0.0,234.48,Nuevo,Tarjeta,False,5,3173.34,0.0,3173.34,1406.88,1766.46,55.67,False
ORD-001197,2025-06-01,CAN-01,Sureste,Tienda,Electrónica,Teclado mecánico,1,1188.87,0.05,710.13,Recurrente,Transferencia,False,5,1188.87,59.44,1129.43,710.13,419.3,37.12,False
ORD-001243,2025-06-01,PUE-01,Centro,Tienda,Deportes,Mochila deportiva,5,760.52,0.2,348.77,Nuevo,Tarjeta,False,3,3802.6,760.52,3042.08,1743.85,1298.23,42.68,False
ORD-001441,2025-06-01,ZAP-01,Occidente,Tienda,Electrónica,Audífonos Bluetooth,2,690.83,0.05,387.44,Recurrente,Efectivo,False,4,1381.66,69.08,1312.58,774.88,537.7,40.97,False
ORD-001544,2025-06-01,ZAP-01,Occidente,Tienda,Electrónica,Monitor 24 pulgadas,5,3242.41,0.1,2298.63,Nuevo,Efectivo,False,4,16212.05,1621.2,14590.85,11493.15,3097.7,21.23,True
ORD-001639,2025-06-01,MER-01,Sureste,Online,Oficina,Silla ergonómica,5,2962.15,0.0,1827.9,Recurrente,Tarjeta,False,3,14810.75,0.0,14810.75,9139.5,5671.25,38.29,True
ORD-002101,2025-06-01,CDMX-01,Centro,Tienda,Oficina,Lámpara LED,1,561.03,0.05,240.51,Recurrente,Efectivo,False,4,561.03,28.05,532.98,240.51,292.47,54.87,False
ORD-003436,2025-06-01,CDMX-01,Centro,Tienda,Hogar,Licuadora,1,981.59,0.2,559.65,Empresa,Tarjeta,False,3,981.59,196.32,785.27,559.65,225.62,28.73,False
ORD-003503,2025-06-01,GDL-02,Occidente,Online,Oficina,Silla ergonómica,3,2892.51,0.05,1854.1,Recurrente,Tarjeta,True,1,8677.53,433.88,8243.65,5562.3,2681.35,32.53,True
ORD-000024,2025-06-02,CDMX-02,Centro,Online,Hogar,Licuadora,3,1002.49,0.1,560.15,Empresa,Tarjeta,False,3,3007.47,300.75,2706.72,1680.45,1026.27,37.92,False
ORD-000129,2025-06-02,ZAP-01,Occidente,Online,Deportes,Tapete de yoga,2,398.72,0.1,161.89,Empresa,Tarjeta,False,3,797.44,79.74,717.7,323.78,393.92,54.89,False
ORD-000426,2025-06-02,CDMX-01,Centro,Tienda,Deportes,Tapete de yoga,1,397.72,0.1,157.22,Nuevo,Transferencia,False,5,397.72,39.77,357.95,157.22,200.73,56.08,False
ORD-000617,2025-06-02,CAN-01,Sureste,Online,Electrónica,Monitor 24 pulgadas,4,3295.1,0.15,2352.27,Recurrente,Tarjeta,False,4,13180.4,1977.06,11203.34,9409.08,1794.26,16.02,True
ORD-001012,2025-06-02,CHH-01,Norte,Online,Oficina,Organizador de escritorio,4,295.3,0.2,103.91,Recurrente,Tarjeta,False,5,1181.2,236.24,944.96,415.64,529.32,56.02,False
ORD-001064,2025-06-02,CHH-01,Norte,Tienda,Deportes,Tapete de yoga,2,406.97,0.1,162.44,Nuevo,Efectivo,False,4,813.94,81.39,732.55,324.88,407.67,55.65,False
ORD-001203,2025-06-02,GDL-01,Occidente,Tienda,Hogar,Cafetera programable,2,1492.85,0.05,858.2,Recurrente,Tarjeta,False,4,2985.7,149.28,2836.42,1716.4,1120.02,39.49,False
ORD-001421,2025-06-02,CDMX-02,Centro,Tienda,Electrónica,Monitor 24 pulgadas,2,3276.22,0.0,2319.99,Recurrente,Tarjeta,False,5,6552.44,0.0,6552.44,4639.98,1912.46,29.19,True
ORD-001960,2025-06-02,MTY-01,Norte,Tienda,Deportes,Mancuernas 10 kg,1,890.38,0.1,521.02,Recurrente,Efectivo,False,1,890.38,89.04,801.34,521.02,280.32,34.98,False
ORD-002051,2025-06-02,CAN-01,Sureste,Online,Oficina,Organizador de escritorio,1,279.54,0.1,104.46,Recurrente,Transferencia,False,5,279.54,27.95,251.59,104.46,147.13,58.48,False
ORD-002669,2025-06-02,CAN-01,Sureste,Online,Deportes,Mancuernas 10 kg,3,884.68,0.3,524.35,Nuevo,Tarjeta,True,4,2654.04,796.21,1857.83,1573.05,284.78,15.33,False
ORD-002727,2025-06-02,VER-01,Golfo,Tienda,Electrónica,Teclado mecánico,1,1204.35,0.15,723.07,Recurrente,Tarjeta,False,2,1204.35,180.65,1023.7,723.07,300.63,29.37,False
ORD-002776,2025-06-02,MTY-01,Norte,Online,Hogar,Licuadora,1,976.48,0.1,559.62,Recurrente,Tarjeta,False,4,976.48,97.65,878.83,559.62,319.21,36.32,False
ORD-002892,2025-06-02,CAN-01,Sureste,Tienda,Deportes,Mochila deportiva,1,737.09,0.2,341.06,Nuevo,Efectivo,False,2,737.09,147.42,589.67,341.06,248.61,42.16,False
ORD-002982,2025-06-02,ZAP-01,Occidente,Tienda,Hogar,Licuadora,1,980.56,0.3,554.45,Recurrente,Efectivo,False,3,980.56,294.17,686.39,554.45,131.94,19.22,False
ORD-000210,2025-06-03,MTY-02,Norte,Tienda,Hogar,Juego de sábanas,3,660.51,0.0,315.08,Recurrente,Tarjeta,False,3,1981.53,0.0,1981.53,945.24,1036.29,52.3,False
ORD-000287,2025-06-03,GDL-02,Occidente,Online,Deportes,Tapete de yoga,1,377.03,0.2,162.9,Empresa,Efectivo,False,3,377.03,75.41,301.62,162.9,138.72,45.99,False
ORD-000453,2025-06-03,VER-01,Golfo,Online,Deportes,Mochila deportiva,1,746.97,0.0,343.82,Recurrente,Tarjeta,False,5,746.97,0.0,746.97,343.82,403.15,53.97,False
ORD-000940,2025-06-03,CDMX-01,Centro,Online,Electrónica,Monitor 24 pulgadas,3,3226.69,0.0,2389.82,Empresa,Tarjeta,False,3,9680.07,0.0,9680.07,7169.46,2510.61,25.94,True
ORD-001237,2025-06-03,GDL-01,Occidente,Tienda,Hogar,Licuadora,4,973.18,0.2,547.05,Recurrente,Tarjeta,False,4,3892.72,778.54,3114.18,2188.2,925.98,29.73,False
ORD-001903,2025-06-03,GDL-02,Occidente,Online,Hogar,Juego de sábanas,1,642.96,0.05,318.9,Empresa,Tarjeta,False,5,642.96,32.15,610.81,318.9,291.91,47.79,False
ORD-002148,2025-06-03,CHH-01,Norte,Tienda,Hogar,Licuadora,2,979.15,0.0,572.37,Empresa,Efectivo,False,3,1958.3,0.0,1958.3,1144.74,813.56,41.54,False
ORD-002149,2025-06-03,MER-01,Sureste,Online,Electrónica,Audífonos Bluetooth,4,673.55,0.05,387.32,Empresa,Transferencia,False,4,2694.2,134.71,2559.49,1549.28,1010.21,39.47,False
ORD-002443,2025-06-03,PUE-01,Centro,Online,Deportes,Mochila deportiva,6,740.62,0.05,346.04,Recurrente,Tarjeta,False,3,4443.72,222.19,4221.53,2076.24,2145.29,50.82,False
ORD-002547,2025-06-03,CHH-01,Norte,Tienda,Hogar,Cafetera programable,1,1496.33,0.05,865.88,Recurrente,Efectivo,False,4,1496.33,74.82,1421.51,865.88,555.63,39.09,False
ORD-003271,2025-06-03,MTY-02,Norte,Tienda,Hogar,Cafetera programable,6,1498.28,0.15,869.37,Recurrente,Tarjeta,False,3,8989.68,1348.45,7641.23,5216.22,2425.01,31.74,True
ORD-003433,2025-06-03,GDL-01,Occidente,Online,Electrónica,Teclado mecánico,2,1189.89,0.2,734.83,Recurrente,Efectivo,False,4,2379.78,475.96,1903.82,1469.66,434.16,22.8,False
ORD-003531,2025-06-03,GDL-01,Occidente,Online,Electrónica,Monitor 24 pulgadas,1,3394.67,0.0,2378.2,Nuevo,Efectivo,False,3,3394.67,0.0,3394.67,2378.2,1016.47,29.94,False
ORD-000528,2025-06-04,CHH-01,Norte,Tienda,Oficina,Organizador de escritorio,1,278.19,0.0,105.26,Nuevo,Efectivo,False,4,278.19,0.0,278.19,105.26,172.93,62.16,False
ORD-001299,2025-06-04,MTY-02,Norte,Tienda,Hogar,Licuadora,1,995.48,0.0,551.03,Recurrente,Tarjeta,False,4,995.48,0.0,995.48,551.03,444.45,44.65,False
ORD-001427,2025-06-04,GDL-01,Occidente,Tienda,Electrónica,Monitor 24 pulgadas,1,3417.96,0.05,2346.14,Nuevo,Tarjeta,False,1,3417.96,170.9,3247.06,2346.14,900.92,27.75,False
ORD-001870,2025-06-04,ZAP-01,Occidente,Tienda,Deportes,Tapete de yoga,4,390.28,0.0,158.51,Recurrente,Efectivo,False,3,1561.12,0.0,1561.12,634.04,927.08,59.39,False
ORD-002373,2025-06-04,MTY-01,Norte,Online,Oficina,Silla ergonómica,1,2925.98,0.0,1860.36,Recurrente,Tarjeta,False,3,2925.98,0.0,2925.98,1860.36,1065.62,36.42,False
ORD-003134,2025-06-04,ZAP-01,Occidente,Tienda,Oficina,Lámpara LED,2,539.24,0.0,240.67,Nuevo,Tarjeta,False,4,1078.48,0.0,1078.48,481.34,597.14,55.37,False
ORD-000371,2025-06-05,MER-01,Sureste,Tienda,Deportes,Tapete de yoga,1,394.88,0.05,154.66,Recurrente,Tarjeta,False,4,394.88,19.74,375.14,154.66,220.48,58.77,False
ORD-000611,2025-06-05,PUE-01,Centro,Tienda,Oficina,Organizador de escritorio,1,291.66,0.1,105.02,Nuevo,Efectivo,False,5,291.66,29.17,262.49,105.02,157.47,59.99,False
ORD-000787,2025-06-05,CAN-01,Sureste,Tienda,Hogar,Licuadora,1,982.78,0.2,557.82,Recurrente,Tarjeta,False,3,982.78,196.56,786.22,557.82,228.4,29.05,False
ORD-000997,2025-06-05,CDMX-01,Centro,Tienda,Electrónica,Audífonos Bluetooth,2,670.8,0.1,385.84,Recurrente,Tarjeta,False,4,1341.6,134.16,1207.44,771.68,435.76,36.09,False
ORD-001321,2025-06-05,CDMX-02,Centro,Tienda,Deportes,Tapete de yoga,3,380.43,0.1,155.54,Recurrente,Efectivo,False,2,1141.29,114.13,1027.16,466.62,560.54,54.57,False
ORD-001476,2025-06-05,MTY-01,Norte,Online,Hogar,Licuadora,2,1001.0,0.0,567.97,Recurrente,Tarjeta,False,4,2002.0,0.0,2002.0,1135.94,866.06,43.26,False
ORD-002154,2025-06-05,PUE-01,Centro,Tienda,Hogar,Juego de sábanas,2,645.55,0.0,309.48,Recurrente,Efectivo,False,5,1291.1,0.0,1291.1,618.96,672.14,52.06,False
ORD-002409,2025-06-05,CHH-01,Norte,Tienda,Deportes,Mochila deportiva,3,773.26,0.1,353.49,Nuevo,Tarjeta,False,3,2319.78,231.98,2087.8,1060.47,1027.33,49.21,False
ORD-002976,2025-06-05,CDMX-01,Centro,Tienda,Electrónica,Teclado mecánico,6,1240.97,0.2,732.22,Nuevo,Tarjeta,False,5,7445.82,1489.16,5956.66,4393.32,1563.34,26.25,False
ORD-003006,2025-06-05,CDMX-02,Centro,Online,Deportes,Mancuernas 10 kg,1,896.89,0.1,528.07,Recurrente,Tarjeta,False,1,896.89,89.69,807.2,528.07,279.13,34.58,False
ORD-003019,2025-06-05,VER-01,Golfo,Online,Deportes,Mochila deportiva,1,772.25,0.0,348.19,Nuevo,Efectivo,False,3,772.25,0.0,772.25,348.19,424.06,54.91,False
ORD-003198,2025-06-05,CAN-01,Sureste,Online,Electrónica,Teclado mecánico,2,1213.69,0.0,724.36,Recurrente,Efectivo,False,5,2427.38,0.0,2427.38,1448.72,978.66,40.32,False
ORD-000086,2025-06-06,GDL-01,Occidente,Tienda,Hogar,Licuadora,3,1027.54,0.15,554.68,Nuevo,Tarjeta,False,3,3082.62,462.39,2620.23,1664.04,956.19,36.49,False
ORD-000115,2025-06-06,MER-01,Sureste,Tienda,Hogar,Cafetera programable,2,1479.22,0.0,874.92,Empresa,Tarjeta,False,4,2958.44,0.0,2958.44,1749.84,1208.6,40.85,False
ORD-000116,2025-06-06,MTY-02,Norte,Tienda,Deportes,Mochila deportiva,1,792.7,0.1,331.32,Nuevo,Transferencia,False,5,792.7,79.27,713.43,331.32,382.11,53.56,False
ORD-000345,2025-06-06,CAN-01,Sureste,Tienda,Electrónica,Teclado mecánico,4,1211.12,0.05,717.84,Recurrente,Tarjeta,False,2,4844.48,242.22,4602.26,2871.36,1730.9,37.61,False
ORD-000655,2025-06-06,MTY-01,Norte,Tienda,Deportes,Tapete de yoga,1,382.85,0.0,161.89,Nuevo,Tarjeta,False,5,382.85,0.0,382.85,161.89,220.96,57.71,False
ORD-000863,2025-06-06,MTY-02,Norte,Tienda,Electrónica,Monitor 24 pulgadas,2,3317.57,0.1,2354.2,Recurrente,Tarjeta,False,4,6635.14,663.51,5971.63,4708.4,1263.23,21.15,False
ORD-001881,2025-06-06,MTY-01,Norte,Tienda,Electrónica,Monitor 24 pulgadas,3,3362.88,0.0,2392.35,Nuevo,Efectivo,False,4,10088.64,0.0,10088.64,7177.05,2911.59,28.86,True
ORD-001891,2025-06-06,CDMX-02,Centro,Online,Electrónica,Audífonos Bluetooth,5,676.48,0.1,390.97,Nuevo,Tarjeta,False,4,3382.4,338.24,3044.16,1954.85,1089.31,35.78,False
ORD-002066,2025-06-06,PUE-01,Centro,Tienda,Oficina,Silla ergonómica,1,2873.42,0.1,1795.34,Nuevo,Efectivo,False,3,2873.42,287.34,2586.08,1795.34,790.74,30.58,False
ORD-002072,2025-06-06,MER-01,Sureste,Online,Electrónica,Monitor 24 pulgadas,2,3300.7,0.05,2392.5,Recurrente,Efectivo,False,5,6601.4,330.07,6271.33,4785.0,1486.33,23.7,True
ORD-002109,2025-06-06,CDMX-01,Centro,Tienda,Deportes,Mochila deportiva,6,748.76,0.1,341.48,Nuevo,Tarjeta,False,5,4492.56,449.26,4043.3,2048.88,1994.42,49.33,False
ORD-002336,2025-06-06,MTY-01,Norte,Tienda,Deportes,Mochila deportiva,1,750.13,0.1,329.32,Recurrente,Tarjeta,False,5,750.13,75.01,675.12,329.32,345.8,51.22,False
ORD-002736,2025-06-06,CDMX-02,Centro,Tienda,Deportes,Mochila deportiva,2,760.35,0.0,346.53,Recurrente,Tarjeta,False,3,1520.7,0.0,1520.7,693.06,827.64,54.42,False
ORD-002861,2025-06-06,GDL-01,Occidente,Online,Deportes,Tapete de yoga,2,392.54,0.0,163.37,Recurrente,Tarjeta,False,4,785.08,0.0,785.08,326.74,458.34,58.38,False
ORD-003344,2025-06-06,CAN-01,Sureste,Online,Oficina,Lámpara LED,3,565.27,0.05,238.72,Recurrente,Tarjeta,True,4,1695.81,84.79,1611.02,716.16,894.86,55.55,False
ORD-000340,2025-06-07,CHH-01,Norte,Online,Electrónica,Teclado mecánico,1,1193.92,0.0,733.07,Recurrente,Efectivo,False,4,1193.92,0.0,1193.92,733.07,460.85,38.6,False
ORD-000483,2025-06-07,CDMX-02,Centro,Online,Hogar,Juego de sábanas,5,649.87,0.0,317.7,Recurrente,Tarjeta,False,3,3249.35,0.0,3249.35,1588.5,1660.85,51.11,False
ORD-000516,2025-06-07,GDL-02,Occidente,Tienda,Oficina,Organizador de escritorio,1,281.58,0.15,103.17,Nuevo,Tarjeta,False,4,281.58,42.24,239.34,103.17,136.17,56.89,False
ORD-001389,2025-06-07,GDL-02,Occidente,Tienda,Electrónica,Teclado mecánico,3,1202.16,0.0,703.03,Recurrente,Efectivo,False,5,3606.48,0.0,3606.48,2109.09,1497.39,41.52,False
ORD-001509,2025-06-07,VER-01,Golfo,Online,Electrónica,Teclado mecánico,1,1153.45,0.1,716.07,Recurrente,Tarjeta,False,5,1153.45,115.35,1038.1,716.07,322.03,31.02,False
ORD-001776,2025-06-07,MER-01,Sureste,Tienda,Electrónica,Audífonos Bluetooth,1,683.74,0.0,387.24,Recurrente,Tarjeta,False,5,683.74,0.0,683.74,387.24,296.5,43.36,False
ORD-002078,2025-06-07,VER-01,Golfo,Online,Oficina,Lámpara LED,3,552.49,0.0,241.98,Recurrente,Tarjeta,False,4,1657.47,0.0,1657.47,725.94,931.53,56.2,False
ORD-002784,2025-06-07,GDL-02,Occidente,Tienda,Electrónica,Teclado mecánico,6,1164.54,0.0,726.73,Nuevo,Tarjeta,False,4,6987.24,0.0,6987.24,4360.38,2626.86,37.6,True
ORD-002854,2025-06-07,CDMX-01,Centro,Tienda,Hogar,Cafetera programable,2,1561.82,0.15,860.85,Nuevo,Tarjeta,False,3,3123.64,468.55,2655.09,1721.7,933.39,35.15,False
ORD-003089,2025-06-07,GDL-01,Occidente,Tienda,Electrónica,Monitor 24 pulgadas,1,3439.39,0.0,2376.58,Nuevo,Transferencia,False,3,3439.39,0.0,3439.39,2376.58,1062.81,30.9,False
ORD-003284,2025-06-07,MTY-02,Norte,Tienda,Hogar,Licuadora,2,987.57,0.1,553.36,Recurrente,Efectivo,False,5,1975.14,197.51,1777.63,1106.72,670.91,37.74,False
ORD-003335,2025-06-07,GDL-02,Occidente,Tienda,Electrónica,Teclado mecánico,5,1236.71,0.1,751.25,Nuevo,Tarjeta,False,4,6183.55,618.36,5565.19,3756.25,1808.94,32.5,False
ORD-003455,2025-06-07,CDMX-01,Centro,Tienda,Oficina,Silla ergonómica,2,2908.03,0.0,1807.48,Empresa,Transferencia,False,4,5816.06,0.0,5816.06,3614.96,2201.1,37.85,False
ORD-003466,2025-06-07,CAN-01,Sureste,Online,Hogar,Licuadora,1,1057.3,0.3,561.32,Recurrente,Tarjeta,False,4,1057.3,317.19,740.11,561.32,178.79,24.16,False
ORD-001318,2025-06-08,MTY-02,Norte,Tienda,Electrónica,Monitor 24 pulgadas,1,3373.72,0.2,2328.3,Nuevo,Efectivo,False,4,3373.72,674.74,2698.98,2328.3,370.68,13.73,False
ORD-001470,2025-06-08,GDL-01,Occidente,Online,Oficina,Silla ergonómica,1,2859.76,0.05,1779.09,Recurrente,Tarjeta,False,4,2859.76,142.99,2716.77,1779.09,937.68,34.51,False
ORD-001728,2025-06-08,MER-01,Sureste,Tienda,Electrónica,Teclado mecánico,5,1198.96,0.0,717.85,Nuevo,Tarjeta,False,4,5994.8,0.0,5994.8,3589.25,2405.55,40.13,False
ORD-000644,2025-06-09,MTY-01,Norte,Tienda,Deportes,Mancuernas 10 kg,2,915.64,0.15,515.79,Nuevo,Efectivo,False,5,1831.28,274.69,1556.59,1031.58,525.01,33.73,False
ORD-001163,2025-06-09,GDL-02,Occidente,Online,Electrónica,Audífonos Bluetooth,4,716.36,0.0,375.62,Nuevo,Efectivo,True,3,2865.44,0.0,2865.44,1502.48,1362.96,47.57,False
ORD-001692,2025-06-09,ZAP-01,Occidente,Tienda,Oficina,Lámpara LED,2,543.5,0.05,239.0,Recurrente,Tarjeta,True,3,1087.0,54.35,1032.65,478.0,554.65,53.71,False
ORD-002650,2025-06-09,CAN-01,Sureste,Tienda,Oficina,Lámpara LED,2,537.78,0.1,238.61,Recurrente,Tarjeta,False,4,1075.56,107.56,968.0,477.22,490.78,50.7,False
ORD-000418,2025-06-10,VER-01,Golfo,Tienda,Oficina,Silla ergonómica,4,2845.9,0.1,1852.23,Recurrente,Transferencia,False,5,11383.6,1138.36,10245.24,7408.92,2836.32,27.68,True
ORD-001384,2025-06-10,GDL-01,Occidente,Online,Oficina,Silla ergonómica,1,2827.59,0.0,1767.12,Recurrente,Transferencia,False,4,2827.59,0.0,2827.59,1767.12,1060.47,37.5,False
ORD-003050,2025-06-10,CHH-01,Norte,Tienda,Electrónica,Monitor 24 pulgadas,2,3352.0,0.0,2381.08,Nuevo,Tarjeta,False,5,6704.0,0.0,6704.0,4762.16,1941.84,28.97,True
ORD-003119,2025-06-10,CHH-01,Norte,Online,Oficina,Silla ergonómica,4,2954.73,0.0,1795.04,Recurrente,Tarjeta,False,3,11818.92,0.0,11818.92,7180.16,4638.76,39.25,True
ORD-000097,2025-06-11,CHH-01,Norte,Tienda,Hogar,Cafetera programable,3,1404.66,0.0,850.51,Recurrente,Efectivo,False,5,4213.98,0.0,4213.98,2551.53,1662.45,39.45,False
ORD-001363,2025-06-11,CDMX-02,Centro,Online,Electrónica,Audífonos Bluetooth,1,695.54,0.2,386.85,Recurrente,Tarjeta,False,5,695.54,139.11,556.43,386.85,169.58,30.48,False
ORD-001530,2025-06-11,MTY-02,Norte,Online,Electrónica,Audífonos Bluetooth,2,697.2,0.0,382.9,Recurrente,Efectivo,False,4,1394.4,0.0,1394.4,765.8,628.6,45.08,False
ORD-001682,2025-06-11,MTY-02,Norte,Online,Hogar,Licuadora,3,951.78,0.05,560.37,Recurrente,Tarjeta,False,1,2855.34,142.77,2712.57,1681.11,1031.46,38.03,False
ORD-002045,2025-06-11,CDMX-02,Centro,Online,Deportes,Mochila deportiva,1,738.97,0.0,342.09,Nuevo,Transferencia,True,5,738.97,0.0,738.97,342.09,396.88,53.71,False
ORD-002328,2025-06-11,MER-01,Sureste,Online,Hogar,Cafetera programable,2,1454.23,0.0,867.21,Nuevo,Tarjeta,False,3,2908.46,0.0,2908.46,1734.42,1174.04,40.37,False
